"Model","Terminal_year","Year","Quantity","Value"
"Year_2019",2019,1998,"Age-1 recruitment",15039.1202582827
"Year_2019",2019,1999,"Age-1 recruitment",16311.4746146287
"Year_2019",2019,2000,"Age-1 recruitment",24914.941478368
"Year_2019",2019,2001,"Age-1 recruitment",34729.7775174498
"Year_2019",2019,2002,"Age-1 recruitment",23260.9949392568
"Year_2019",2019,2003,"Age-1 recruitment",14559.223981844
"Year_2019",2019,2004,"Age-1 recruitment",6621.9454960979
"Year_2019",2019,2005,"Age-1 recruitment",4704.18515609431
"Year_2019",2019,2006,"Age-1 recruitment",11695.0867818397
"Year_2019",2019,2007,"Age-1 recruitment",25172.7857191903
"Year_2019",2019,2008,"Age-1 recruitment",13920.3729730007
"Year_2019",2019,2009,"Age-1 recruitment",52199.2792799347
"Year_2019",2019,2010,"Age-1 recruitment",25188.1695905415
"Year_2019",2019,2011,"Age-1 recruitment",15952.7498225765
"Year_2019",2019,2012,"Age-1 recruitment",15276.5425980815
"Year_2019",2019,2013,"Age-1 recruitment",69114.8358528066
"Year_2019",2019,2014,"Age-1 recruitment",69602.8948132533
"Year_2019",2019,2015,"Age-1 recruitment",12002.9014229049
"Year_2019",2019,2016,"Age-1 recruitment",11296.1162047769
"Year_2019",2019,2017,"Age-1 recruitment",12906.1800136211
"Year_2019",2019,2018,"Age-1 recruitment",20749.8385871331
"Year_2019",2019,2019,"Age-1 recruitment",35831.6001086697
"Year_2019",2019,1964,"Fishing mortality",0.0530966635289967
"Year_2019",2019,1965,"Fishing mortality",0.0653129463824642
"Year_2019",2019,1966,"Fishing mortality",0.069064827874358
"Year_2019",2019,1967,"Fishing mortality",0.130586331160353
"Year_2019",2019,1968,"Fishing mortality",0.139140536809019
"Year_2019",2019,1969,"Fishing mortality",0.148481878368088
"Year_2019",2019,1970,"Fishing mortality",0.215088617264171
"Year_2019",2019,1971,"Fishing mortality",0.306805648529547
"Year_2019",2019,1972,"Fishing mortality",0.349854384369239
"Year_2019",2019,1973,"Fishing mortality",0.403513510978135
"Year_2019",2019,1974,"Fishing mortality",0.438783141788267
"Year_2019",2019,1975,"Fishing mortality",0.368300574894768
"Year_2019",2019,1976,"Fishing mortality",0.339047889098297
"Year_2019",2019,1977,"Fishing mortality",0.315829208853798
"Year_2019",2019,1978,"Fishing mortality",0.351569485562752
"Year_2019",2019,1979,"Fishing mortality",0.363686873152039
"Year_2019",2019,1980,"Fishing mortality",0.329322427507421
"Year_2019",2019,1981,"Fishing mortality",0.233927031092861
"Year_2019",2019,1982,"Fishing mortality",0.151161032757499
"Year_2019",2019,1983,"Fishing mortality",0.126591847445863
"Year_2019",2019,1984,"Fishing mortality",0.124995272120031
"Year_2019",2019,1985,"Fishing mortality",0.127174111735048
"Year_2019",2019,1986,"Fishing mortality",0.119679339564765
"Year_2019",2019,1987,"Fishing mortality",0.089656645147393
"Year_2019",2019,1988,"Fishing mortality",0.126675481347912
"Year_2019",2019,1989,"Fishing mortality",0.133950575472555
"Year_2019",2019,1990,"Fishing mortality",0.204241196451966
"Year_2019",2019,1991,"Fishing mortality",0.244277831773646
"Year_2019",2019,1992,"Fishing mortality",0.324989872610369
"Year_2019",2019,1993,"Fishing mortality",0.208718245089059
"Year_2019",2019,1994,"Fishing mortality",0.163773675685617
"Year_2019",2019,1995,"Fishing mortality",0.162309152924958
"Year_2019",2019,1996,"Fishing mortality",0.189536273017661
"Year_2019",2019,1997,"Fishing mortality",0.191689564180132
"Year_2019",2019,1998,"Fishing mortality",0.161943510507998
"Year_2019",2019,1999,"Fishing mortality",0.130734422144638
"Year_2019",2019,2000,"Fishing mortality",0.14698316554323
"Year_2019",2019,2001,"Fishing mortality",0.170869374803495
"Year_2019",2019,2002,"Fishing mortality",0.201682911596944
"Year_2019",2019,2003,"Fishing mortality",0.21771893167387
"Year_2019",2019,2004,"Fishing mortality",0.198387956317386
"Year_2019",2019,2005,"Fishing mortality",0.189259296851134
"Year_2019",2019,2006,"Fishing mortality",0.233314979730585
"Year_2019",2019,2007,"Fishing mortality",0.250083278683533
"Year_2019",2019,2008,"Fishing mortality",0.271308535489534
"Year_2019",2019,2009,"Fishing mortality",0.258503669922517
"Year_2019",2019,2010,"Fishing mortality",0.216429398979531
"Year_2019",2019,2011,"Fishing mortality",0.297867656354054
"Year_2019",2019,2012,"Fishing mortality",0.304094867757789
"Year_2019",2019,2013,"Fishing mortality",0.29683893044462
"Year_2019",2019,2014,"Fishing mortality",0.292172995886117
"Year_2019",2019,2015,"Fishing mortality",0.33057097608029
"Year_2019",2019,2016,"Fishing mortality",0.240668574397234
"Year_2019",2019,2017,"Fishing mortality",0.234998577169518
"Year_2019",2019,2018,"Fishing mortality",0.190786070848649
"Year_2019",2019,2019,"Fishing mortality",0.186968737375964
"Year_2020",2020,1964,"Spawning biomass",1343.89691327307
"Year_2020",2020,1965,"Spawning biomass",1372.04301954406
"Year_2020",2020,1966,"Spawning biomass",1394.29012812399
"Year_2020",2020,1967,"Spawning biomass",1504.32604077758
"Year_2020",2020,1968,"Spawning biomass",1669.99125131128
"Year_2020",2020,1969,"Spawning biomass",1891.71829486656
"Year_2020",2020,1970,"Spawning biomass",2002.39208575947
"Year_2020",2020,1971,"Spawning biomass",2113.57063876956
"Year_2020",2020,1972,"Spawning biomass",1974.83856388096
"Year_2020",2020,1973,"Spawning biomass",1694.09937712761
"Year_2020",2020,1974,"Spawning biomass",1291.00591972941
"Year_2020",2020,1975,"Spawning biomass",1197.00740066153
"Year_2020",2020,1976,"Spawning biomass",1117.29333669938
"Year_2020",2020,1977,"Spawning biomass",1299.16832226296
"Year_2020",2020,1978,"Spawning biomass",1150.18221853851
"Year_2020",2020,1979,"Spawning biomass",1056.7124682109
"Year_2020",2020,1980,"Spawning biomass",1251.59672418817
"Year_2020",2020,1981,"Spawning biomass",1911.79567376815
"Year_2020",2020,1982,"Spawning biomass",2654.57173383795
"Year_2020",2020,1983,"Spawning biomass",3564.95307273341
"Year_2020",2020,1984,"Spawning biomass",3705.05872125052
"Year_2020",2020,1985,"Spawning biomass",4242.34216642847
"Year_2020",2020,1986,"Spawning biomass",4137.29687281752
"Year_2020",2020,1987,"Spawning biomass",4162.66077509996
"Year_2020",2020,1988,"Spawning biomass",3925.8193388594
"Year_2020",2020,1989,"Spawning biomass",3403.92015799575
"Year_2020",2020,1990,"Spawning biomass",2894.94841618435
"Year_2020",2020,1991,"Spawning biomass",2345.05308165595
"Year_2020",2020,1992,"Spawning biomass",2223.74383186725
"Year_2020",2020,1993,"Spawning biomass",2899.60388353177
"Year_2020",2020,1994,"Spawning biomass",3363.35866825534
"Year_2020",2020,1995,"Spawning biomass",3596.8344235421
"Year_2020",2020,1996,"Spawning biomass",3535.6518507211
"Year_2020",2020,1997,"Spawning biomass",3441.15071828836
"Year_2020",2020,1998,"Spawning biomass",2928.25377067297
"Year_2020",2020,1999,"Spawning biomass",3050.2422673948
"Year_2020",2020,2000,"Spawning biomass",2933.78576663279
"Year_2020",2020,2001,"Spawning biomass",2973.91366596243
"Year_2020",2020,2002,"Spawning biomass",2766.86615221774
"Year_2020",2020,2003,"Spawning biomass",2792.29273432154
"Year_2020",2020,2004,"Spawning biomass",3086.57517519942
"Year_2020",2020,2005,"Spawning biomass",2720.01988176968
"Year_2020",2020,2006,"Spawning biomass",2494.93379118193
"Year_2020",2020,2007,"Spawning biomass",2060.62400994867
"Year_2020",2020,2008,"Spawning biomass",1591.73407097119
"Year_2020",2020,2009,"Spawning biomass",1687.07793882154
"Year_2020",2020,2010,"Spawning biomass",1725.39396638226
"Year_2020",2020,2011,"Spawning biomass",2127.27088495124
"Year_2020",2020,2012,"Spawning biomass",2619.0650665829
"Year_2020",2020,2013,"Spawning biomass",3013.18176213027
"Year_2020",2020,2014,"Spawning biomass",2992.80388481826
"Year_2020",2020,2015,"Spawning biomass",2818.42507008293
"Year_2020",2020,2016,"Spawning biomass",3070.73891404593
"Year_2020",2020,2017,"Spawning biomass",3443.57023803133
"Year_2020",2020,2018,"Spawning biomass",3218.14126192793
"Year_2020",2020,2019,"Spawning biomass",3196.77397446828
"Year_2020",2020,2020,"Spawning biomass",2731.00960669608
"Year_2020",2020,1964,"Total biomass",4814.50124660251
"Year_2020",2020,1965,"Total biomass",5188.57321477779
"Year_2020",2020,1966,"Total biomass",5407.70135375687
"Year_2020",2020,1967,"Total biomass",6146.61220917531
"Year_2020",2020,1968,"Total biomass",6791.63131381668
"Year_2020",2020,1969,"Total biomass",7375.63208057837
"Year_2020",2020,1970,"Total biomass",8076.71629146242
"Year_2020",2020,1971,"Total biomass",8002.43173765415
"Year_2020",2020,1972,"Total biomass",7263.69472085413
"Year_2020",2020,1973,"Total biomass",6512.94014689844
"Year_2020",2020,1974,"Total biomass",5476.2603839829
"Year_2020",2020,1975,"Total biomass",4700.57450969021
"Year_2020",2020,1976,"Total biomass",4289.87278507196
"Year_2020",2020,1977,"Total biomass",4015.44363897545
"Year_2020",2020,1978,"Total biomass",4282.43786136341
"Year_2020",2020,1979,"Total biomass",5488.13294139061
"Year_2020",2020,1980,"Total biomass",6245.27776743276
"Year_2020",2020,1981,"Total biomass",7768.66776323322
"Year_2020",2020,1982,"Total biomass",9374.9722819887
"Year_2020",2020,1983,"Total biomass",10735.3597179201
"Year_2020",2020,1984,"Total biomass",10476.0443950439
"Year_2020",2020,1985,"Total biomass",12357.458837743
"Year_2020",2020,1986,"Total biomass",11188.6696370214
"Year_2020",2020,1987,"Total biomass",10806.6890826006
"Year_2020",2020,1988,"Total biomass",9742.02423404999
"Year_2020",2020,1989,"Total biomass",8300.65952855712
"Year_2020",2020,1990,"Total biomass",7950.89193062463
"Year_2020",2020,1991,"Total biomass",9062.21962462052
"Year_2020",2020,1992,"Total biomass",9976.51135625859
"Year_2020",2020,1993,"Total biomass",10588.9381146078
"Year_2020",2020,1994,"Total biomass",10799.4791568564
"Year_2020",2020,1995,"Total biomass",9038.78563625823
"Year_2020",2020,1996,"Total biomass",9441.57092405003
"Year_2020",2020,1997,"Total biomass",8820.83598668628
"Year_2020",2020,1998,"Total biomass",8979.98970103667
"Year_2020",2020,1999,"Total biomass",9043.42118397964
"Year_2020",2020,2000,"Total biomass",9362.45100328768
"Year_2020",2020,2001,"Total biomass",9221.09650816628
"Year_2020",2020,2002,"Total biomass",9670.32872147281
"Year_2020",2020,2003,"Total biomass",10975.4785125667
"Year_2020",2020,2004,"Total biomass",10150.6612100793
"Year_2020",2020,2005,"Total biomass",8384.68281575643
"Year_2020",2020,2006,"Total biomass",7094.69236542265
"Year_2020",2020,2007,"Total biomass",6522.21419215784
"Year_2020",2020,2008,"Total biomass",5190.5208635126
"Year_2020",2020,2009,"Total biomass",6209.30925114745
"Year_2020",2020,2010,"Total biomass",8231.86465235102
"Year_2020",2020,2011,"Total biomass",9139.67578093692
"Year_2020",2020,2012,"Total biomass",9340.52004006517
"Year_2020",2020,2013,"Total biomass",10237.300538715
"Year_2020",2020,2014,"Total biomass",11133.7171034771
"Year_2020",2020,2015,"Total biomass",12149.8179498649
"Year_2020",2020,2016,"Total biomass",13038.5506311564
"Year_2020",2020,2017,"Total biomass",11941.6994979787
"Year_2020",2020,2018,"Total biomass",10626.6568681722
"Year_2020",2020,2019,"Total biomass",13155.2697370339
"Year_2020",2020,2020,"Total biomass",15584.2306255173
"Year_2020",2020,1964,"Age-1 recruitment",5716.65868156259
"Year_2020",2020,1965,"Age-1 recruitment",23471.8411989177
"Year_2020",2020,1966,"Age-1 recruitment",15865.8587386212
"Year_2020",2020,1967,"Age-1 recruitment",27202.6110921453
"Year_2020",2020,1968,"Age-1 recruitment",22436.0280933711
"Year_2020",2020,1969,"Age-1 recruitment",26278.2719606679
"Year_2020",2020,1970,"Age-1 recruitment",23331.1131083097
"Year_2020",2020,1971,"Age-1 recruitment",13621.6170692503
"Year_2020",2020,1972,"Age-1 recruitment",10889.0052853143
"Year_2020",2020,1973,"Age-1 recruitment",26715.1666469233
"Year_2020",2020,1974,"Age-1 recruitment",19241.3682376339
"Year_2020",2020,1975,"Age-1 recruitment",16364.8553661741
"Year_2020",2020,1976,"Age-1 recruitment",12848.8792075307
"Year_2020",2020,1977,"Age-1 recruitment",13894.3467000374
"Year_2020",2020,1978,"Age-1 recruitment",26366.2134663869
"Year_2020",2020,1979,"Age-1 recruitment",62150.073159215
"Year_2020",2020,1980,"Age-1 recruitment",29676.0765316703
"Year_2020",2020,1981,"Age-1 recruitment",34037.6524133413
"Year_2020",2020,1982,"Age-1 recruitment",19208.0045852226
"Year_2020",2020,1983,"Age-1 recruitment",52396.7284152093
"Year_2020",2020,1984,"Age-1 recruitment",14388.8602171385
"Year_2020",2020,1985,"Age-1 recruitment",33090.2187922863
"Year_2020",2020,1986,"Age-1 recruitment",12863.3702500049
"Year_2020",2020,1987,"Age-1 recruitment",7346.29579357324
"Year_2020",2020,1988,"Age-1 recruitment",5704.3403965247
"Year_2020",2020,1989,"Age-1 recruitment",11932.7597906929
"Year_2020",2020,1990,"Age-1 recruitment",50612.7782787261
"Year_2020",2020,1991,"Age-1 recruitment",27480.9716316685
"Year_2020",2020,1992,"Age-1 recruitment",23869.1626752838
"Year_2020",2020,1993,"Age-1 recruitment",46607.3475175582
"Year_2020",2020,1994,"Age-1 recruitment",16067.6274884962
"Year_2020",2020,1995,"Age-1 recruitment",11258.5545292478
"Year_2020",2020,1996,"Age-1 recruitment",22835.9384466784
"Year_2020",2020,1997,"Age-1 recruitment",30520.9758468369
"Year_2020",2020,1998,"Age-1 recruitment",15036.5283841564
"Year_2020",2020,1999,"Age-1 recruitment",16312.9689230874
"Year_2020",2020,2000,"Age-1 recruitment",24934.9936376221
"Year_2020",2020,2001,"Age-1 recruitment",34768.3412711097
"Year_2020",2020,2002,"Age-1 recruitment",23319.2676835655
"Year_2020",2020,2003,"Age-1 recruitment",14613.0271950566
"Year_2020",2020,2004,"Age-1 recruitment",6662.35738426459
"Year_2020",2020,2005,"Age-1 recruitment",4743.17801180822
"Year_2020",2020,2006,"Age-1 recruitment",11806.7519072506
"Year_2020",2020,2007,"Age-1 recruitment",25489.3181732538
"Year_2020",2020,2008,"Age-1 recruitment",14119.5911810822
"Year_2020",2020,2009,"Age-1 recruitment",52261.6092300885
"Year_2020",2020,2010,"Age-1 recruitment",24498.8577866085
"Year_2020",2020,2011,"Age-1 recruitment",14940.9893005111
"Year_2020",2020,2012,"Age-1 recruitment",12789.281156901
"Year_2020",2020,2013,"Age-1 recruitment",46257.5362401899
"Year_2020",2020,2014,"Age-1 recruitment",48075.5168540324
"Year_2020",2020,2015,"Age-1 recruitment",16100.1514178347
"Year_2020",2020,2016,"Age-1 recruitment",9929.02343205235
"Year_2020",2020,2017,"Age-1 recruitment",14329.5210665317
"Year_2020",2020,2018,"Age-1 recruitment",28777.9767668957
"Year_2020",2020,2019,"Age-1 recruitment",143666.128813064
"Year_2020",2020,2020,"Age-1 recruitment",12624.5849103464
"Year_2020",2020,1964,"Fishing mortality",0.0530859925162973
"Year_2020",2020,1965,"Fishing mortality",0.0653704508602525
"Year_2020",2020,1966,"Fishing mortality",0.0691693743308512
"Year_2020",2020,1967,"Fishing mortality",0.130846515013227
"Year_2020",2020,1968,"Fishing mortality",0.139453856671268
"Year_2020",2020,1969,"Fishing mortality",0.148838057168111
"Year_2020",2020,1970,"Fishing mortality",0.21562172325863
"Year_2020",2020,1971,"Fishing mortality",0.30759178679043
"Year_2020",2020,1972,"Fishing mortality",0.350796117803129
"Year_2020",2020,1973,"Fishing mortality",0.404848890330738
"Year_2020",2020,1974,"Fishing mortality",0.440888866188442
"Year_2020",2020,1975,"Fishing mortality",0.370732320038726
"Year_2020",2020,1976,"Fishing mortality",0.342757554592073
"Year_2020",2020,1977,"Fishing mortality",0.32150514863154
"Year_2020",2020,1978,"Fishing mortality",0.360594895837705
"Year_2020",2020,1979,"Fishing mortality",0.376380187888374
"Year_2020",2020,1980,"Fishing mortality",0.343620022830844
"Year_2020",2020,1981,"Fishing mortality",0.244285562345647
"Year_2020",2020,1982,"Fishing mortality",0.156039942442498
"Year_2020",2020,1983,"Fishing mortality",0.12915107368865
"Year_2020",2020,1984,"Fishing mortality",0.126777261894833
"Year_2020",2020,1985,"Fishing mortality",0.128140621748691
"Year_2020",2020,1986,"Fishing mortality",0.11976405302884
"Year_2020",2020,1987,"Fishing mortality",0.0894897206165485
"Year_2020",2020,1988,"Fishing mortality",0.126192744159561
"Year_2020",2020,1989,"Fishing mortality",0.13343405076448
"Year_2020",2020,1990,"Fishing mortality",0.203406199154514
"Year_2020",2020,1991,"Fishing mortality",0.243692589892963
"Year_2020",2020,1992,"Fishing mortality",0.323836306499318
"Year_2020",2020,1993,"Fishing mortality",0.207970417038393
"Year_2020",2020,1994,"Fishing mortality",0.163375407732045
"Year_2020",2020,1995,"Fishing mortality",0.162125131357868
"Year_2020",2020,1996,"Fishing mortality",0.189464807954093
"Year_2020",2020,1997,"Fishing mortality",0.191568544661384
"Year_2020",2020,1998,"Fishing mortality",0.161910069673624
"Year_2020",2020,1999,"Fishing mortality",0.130720570632615
"Year_2020",2020,2000,"Fishing mortality",0.146911917497709
"Year_2020",2020,2001,"Fishing mortality",0.170674988942706
"Year_2020",2020,2002,"Fishing mortality",0.201392375539183
"Year_2020",2020,2003,"Fishing mortality",0.217241397895867
"Year_2020",2020,2004,"Fishing mortality",0.197811410180308
"Year_2020",2020,2005,"Fishing mortality",0.188621032875247
"Year_2020",2020,2006,"Fishing mortality",0.232123337019726
"Year_2020",2020,2007,"Fishing mortality",0.248227043394758
"Year_2020",2020,2008,"Fishing mortality",0.268032841162192
"Year_2020",2020,2009,"Fishing mortality",0.253648123599267
"Year_2020",2020,2010,"Fishing mortality",0.210122392378214
"Year_2020",2020,2011,"Fishing mortality",0.284574430121013
"Year_2020",2020,2012,"Fishing mortality",0.279525819782301
"Year_2020",2020,2013,"Fishing mortality",0.259169510763865
"Year_2020",2020,2014,"Fishing mortality",0.239025460228359
"Year_2020",2020,2015,"Fishing mortality",0.25098931291268
"Year_2020",2020,2016,"Fishing mortality",0.18222889033403
"Year_2020",2020,2017,"Fishing mortality",0.174304806568835
"Year_2020",2020,2018,"Fishing mortality",0.144078485320696
"Year_2020",2020,2019,"Fishing mortality",0.158291040208876
"Year_2020",2020,2020,"Fishing mortality",0.214463488778191
"Year_2021",2021,1964,"Spawning biomass",1317.86721767111
"Year_2021",2021,1965,"Spawning biomass",1345.71019307427
"Year_2021",2021,1966,"Spawning biomass",1367.64952991687
"Year_2021",2021,1967,"Spawning biomass",1477.03229889125
"Year_2021",2021,1968,"Spawning biomass",1641.56739823761
"Year_2021",2021,1969,"Spawning biomass",1862.53911277501
"Year_2021",2021,1970,"Spawning biomass",1974.47732749498
"Year_2021",2021,1971,"Spawning biomass",2086.22012250255
"Year_2021",2021,1972,"Spawning biomass",1949.60797404465
"Year_2021",2021,1973,"Spawning biomass",1670.29999063885
"Year_2021",2021,1974,"Spawning biomass",1268.39823690817
"Year_2021",2021,1975,"Spawning biomass",1172.78068229387
"Year_2021",2021,1976,"Spawning biomass",1091.86671485867
"Year_2021",2021,1977,"Spawning biomass",1263.67108526218
"Year_2021",2021,1978,"Spawning biomass",1109.59190179977
"Year_2021",2021,1979,"Spawning biomass",1008.50566190809
"Year_2021",2021,1980,"Spawning biomass",1186.03319127188
"Year_2021",2021,1981,"Spawning biomass",1823.96541817214
"Year_2021",2021,1982,"Spawning biomass",2555.33119405824
"Year_2021",2021,1983,"Spawning biomass",3466.57645417928
"Year_2021",2021,1984,"Spawning biomass",3626.69776923865
"Year_2021",2021,1985,"Spawning biomass",4171.94535105628
"Year_2021",2021,1986,"Spawning biomass",4074.01466798679
"Year_2021",2021,1987,"Spawning biomass",4099.43485772829
"Year_2021",2021,1988,"Spawning biomass",3862.07318197433
"Year_2021",2021,1989,"Spawning biomass",3341.63082905371
"Year_2021",2021,1990,"Spawning biomass",2832.5605017022
"Year_2021",2021,1991,"Spawning biomass",2283.07868861967
"Year_2021",2021,1992,"Spawning biomass",2164.6183045481
"Year_2021",2021,1993,"Spawning biomass",2834.66325244616
"Year_2021",2021,1994,"Spawning biomass",3292.83365198787
"Year_2021",2021,1995,"Spawning biomass",3519.92714627098
"Year_2021",2021,1996,"Spawning biomass",3456.38824020002
"Year_2021",2021,1997,"Spawning biomass",3360.31128688569
"Year_2021",2021,1998,"Spawning biomass",2855.88217453899
"Year_2021",2021,1999,"Spawning biomass",2976.5676341693
"Year_2021",2021,2000,"Spawning biomass",2864.44179707314
"Year_2021",2021,2001,"Spawning biomass",2903.52551484004
"Year_2021",2021,2002,"Spawning biomass",2699.05452154027
"Year_2021",2021,2003,"Spawning biomass",2725.67726250509
"Year_2021",2021,2004,"Spawning biomass",3016.85312008487
"Year_2021",2021,2005,"Spawning biomass",2655.73798834661
"Year_2021",2021,2006,"Spawning biomass",2430.40125486054
"Year_2021",2021,2007,"Spawning biomass",1998.32239301047
"Year_2021",2021,2008,"Spawning biomass",1534.50832042454
"Year_2021",2021,2009,"Spawning biomass",1625.65170102069
"Year_2021",2021,2010,"Spawning biomass",1662.34378988619
"Year_2021",2021,2011,"Spawning biomass",2037.79555931854
"Year_2021",2021,2012,"Spawning biomass",2484.42644755368
"Year_2021",2021,2013,"Spawning biomass",2830.50771685881
"Year_2021",2021,2014,"Spawning biomass",2779.50228639478
"Year_2021",2021,2015,"Spawning biomass",2581.3636839478
"Year_2021",2021,2016,"Spawning biomass",2813.86626298037
"Year_2021",2021,2017,"Spawning biomass",3176.75272991297
"Year_2021",2021,2018,"Spawning biomass",2906.97095223423
"Year_2021",2021,2019,"Spawning biomass",2657.03546613522
"Year_2021",2021,2020,"Spawning biomass",1864.19643688225
"Year_2021",2021,2021,"Spawning biomass",3139.08152070085
"Year_2021",2021,1964,"Total biomass",4725.81502153973
"Year_2021",2021,1965,"Total biomass",5098.25497952076
"Year_2021",2021,1966,"Total biomass",5317.49726721013
"Year_2021",2021,1967,"Total biomass",6054.84457670912
"Year_2021",2021,1968,"Total biomass",6697.8218258039
"Year_2021",2021,1969,"Total biomass",7283.81636234294
"Year_2021",2021,1970,"Total biomass",7986.43412463934
"Year_2021",2021,1971,"Total biomass",7915.80616329528
"Year_2021",2021,1972,"Total biomass",7183.11241845086
"Year_2021",2021,1973,"Total biomass",6437.5773064591
"Year_2021",2021,1974,"Total biomass",5402.47788625068
"Year_2021",2021,1975,"Total biomass",4623.70889623863
"Year_2021",2021,1976,"Total biomass",4205.63359128311
"Year_2021",2021,1977,"Total biomass",3916.93363294539
"Year_2021",2021,1978,"Total biomass",4154.8639100812
"Year_2021",2021,1979,"Total biomass",5316.19033267678
"Year_2021",2021,1980,"Total biomass",6050.64101903964
"Year_2021",2021,1981,"Total biomass",7558.31727867154
"Year_2021",2021,1982,"Total biomass",9140.25284973818
"Year_2021",2021,1983,"Total biomass",10522.0902839246
"Year_2021",2021,1984,"Total biomass",10287.7412017955
"Year_2021",2021,1985,"Total biomass",12157.2692838732
"Year_2021",2021,1986,"Total biomass",11013.1654586138
"Year_2021",2021,1987,"Total biomass",10639.537824787
"Year_2021",2021,1988,"Total biomass",9585.63053304452
"Year_2021",2021,1989,"Total biomass",8158.22964888314
"Year_2021",2021,1990,"Total biomass",7802.67805901019
"Year_2021",2021,1991,"Total biomass",8894.25038267164
"Year_2021",2021,1992,"Total biomass",9798.75622133429
"Year_2021",2021,1993,"Total biomass",10398.6836746613
"Year_2021",2021,1994,"Total biomass",10593.8374718069
"Year_2021",2021,1995,"Total biomass",8855.63167542396
"Year_2021",2021,1996,"Total biomass",9245.55557274669
"Year_2021",2021,1997,"Total biomass",8632.69948483761
"Year_2021",2021,1998,"Total biomass",8788.02760929377
"Year_2021",2021,1999,"Total biomass",8851.5337680949
"Year_2021",2021,2000,"Total biomass",9171.89903667316
"Year_2021",2021,2001,"Total biomass",9033.73242088387
"Year_2021",2021,2002,"Total biomass",9480.83456069646
"Year_2021",2021,2003,"Total biomass",10770.3694203865
"Year_2021",2021,2004,"Total biomass",9955.52433203563
"Year_2021",2021,2005,"Total biomass",8212.69167302935
"Year_2021",2021,2006,"Total biomass",6933.72721853892
"Year_2021",2021,2007,"Total biomass",6354.19291298951
"Year_2021",2021,2008,"Total biomass",5035.74159761462
"Year_2021",2021,2009,"Total biomass",6004.93576386629
"Year_2021",2021,2010,"Total biomass",7926.42309185927
"Year_2021",2021,2011,"Total biomass",8748.12467153429
"Year_2021",2021,2012,"Total biomass",8871.6032076971
"Year_2021",2021,2013,"Total biomass",9630.10533164862
"Year_2021",2021,2014,"Total biomass",10418.0633747599
"Year_2021",2021,2015,"Total biomass",11354.4628654133
"Year_2021",2021,2016,"Total biomass",12142.5470930194
"Year_2021",2021,2017,"Total biomass",10878.1590981714
"Year_2021",2021,2018,"Total biomass",8939.73596050865
"Year_2021",2021,2019,"Total biomass",11517.0131236925
"Year_2021",2021,2020,"Total biomass",15902.3826626585
"Year_2021",2021,2021,"Total biomass",18839.0013443627
"Year_2021",2021,1964,"Age-1 recruitment",5641.00124356296
"Year_2021",2021,1965,"Age-1 recruitment",23278.0925783208
"Year_2021",2021,1966,"Age-1 recruitment",15750.7398277258
"Year_2021",2021,1967,"Age-1 recruitment",27092.2845792437
"Year_2021",2021,1968,"Age-1 recruitment",22371.5186238543
"Year_2021",2021,1969,"Age-1 recruitment",26240.7019290857
"Year_2021",2021,1970,"Age-1 recruitment",23296.8377484723
"Year_2021",2021,1971,"Age-1 recruitment",13570.6795650598
"Year_2021",2021,1972,"Age-1 recruitment",10835.1555629756
"Year_2021",2021,1973,"Age-1 recruitment",26618.1405444069
"Year_2021",2021,1974,"Age-1 recruitment",19049.020513135
"Year_2021",2021,1975,"Age-1 recruitment",16083.8576055099
"Year_2021",2021,1976,"Age-1 recruitment",12563.6994013016
"Year_2021",2021,1977,"Age-1 recruitment",13540.6986694867
"Year_2021",2021,1978,"Age-1 recruitment",25660.2759038708
"Year_2021",2021,1979,"Age-1 recruitment",61033.1348588646
"Year_2021",2021,1980,"Age-1 recruitment",29682.0428423485
"Year_2021",2021,1981,"Age-1 recruitment",34571.5464472405
"Year_2021",2021,1982,"Age-1 recruitment",19098.6055536006
"Year_2021",2021,1983,"Age-1 recruitment",51996.3284510743
"Year_2021",2021,1984,"Age-1 recruitment",14221.5572867178
"Year_2021",2021,1985,"Age-1 recruitment",32579.1378350398
"Year_2021",2021,1986,"Age-1 recruitment",12618.4801976698
"Year_2021",2021,1987,"Age-1 recruitment",7195.85596614453
"Year_2021",2021,1988,"Age-1 recruitment",5580.23917211845
"Year_2021",2021,1989,"Age-1 recruitment",11751.5205186798
"Year_2021",2021,1990,"Age-1 recruitment",50184.5643527993
"Year_2021",2021,1991,"Age-1 recruitment",27174.8515929017
"Year_2021",2021,1992,"Age-1 recruitment",23490.0234099375
"Year_2021",2021,1993,"Age-1 recruitment",45843.8625838334
"Year_2021",2021,1994,"Age-1 recruitment",15793.3013936841
"Year_2021",2021,1995,"Age-1 recruitment",11075.9739878356
"Year_2021",2021,1996,"Age-1 recruitment",22543.6362550062
"Year_2021",2021,1997,"Age-1 recruitment",30198.0214184471
"Year_2021",2021,1998,"Age-1 recruitment",14855.5523030263
"Year_2021",2021,1999,"Age-1 recruitment",16105.3077773917
"Year_2021",2021,2000,"Age-1 recruitment",24649.0881065305
"Year_2021",2021,2001,"Age-1 recruitment",34434.8884205866
"Year_2021",2021,2002,"Age-1 recruitment",23013.14652665
"Year_2021",2021,2003,"Age-1 recruitment",14396.07247094
"Year_2021",2021,2004,"Age-1 recruitment",6560.9309363026
"Year_2021",2021,2005,"Age-1 recruitment",4649.24416611379
"Year_2021",2021,2006,"Age-1 recruitment",11580.6888505168
